Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Variable: Mean value of annual precipitation across the year (mm),Description: Mean value of annual precipitation across the year (mm),Comment: Mean value of annual precipitation across the year (mm),Variable: Mean value of monthly temperature across the year (°C),Description: Mean value of monthly temperature across the year (°C),Comment: Mean value of monthly temperature across the year (°C),Variable: Variance in monthly precipitation means,Description: Variance in monthly precipitation means,Comment: Variance in monthly precipitation means
Ethnographic Atlas,Carolinians,If15,xd830,Carolinians (If15),,,15.21,145.76,15,146,caro1242,Carolinian,cal,Austronesian,145605.2396,,,27.0606605,,,14212042245,,
Ethnographic Atlas,Catawba,Ng9,xd1258,Catawba (Ng9),,,35,-80,35,-80,cata1286,Catawba,chc,Siouan,96559.1611,,,15.33612596,,,2369453480,,
Ethnographic Atlas,Wishram,Nd18,xd1150,Wishram (Nd18),,,46,-121,46,-121,wasc1239,Wasco-Wishram,wac,Chinookan,80799.97698,,,8.795707226,,,4592542683,,
Standard cross-cultural sample,Cayua,SCCS181,xd1408,Cayua (SCCS181),Cayua,SM04,-23.5,-55,-23.5,-55,mbya1239,Mbyá Guaraní,gun,Tupian,113613.6315,,,22.61921178,,,8296807517,,
Ethnographic Atlas,Cayua,Sj10,xd1408,Cayua (Sj10),Cayua,SM04,-26,-54,-26,-54,mbya1239,Mbyá Guaraní,gun,Tupian,125989.9374,,,20.36620928,,,6786067473,,
Binford Hunter-Gatherer,Nivkh,B25,xd617,Gilyak (B25),Nivkh,RX02,51.54,140,51.54,140,gily1242,Nivkh,niv,Nivkh,58284.8987,,,-3.25227176,,,1466204508,,
Binford Hunter-Gatherer,Central Sierra Miwok,B175,xd1136,Sierra Miwok (B175),,,38,-119.77,38,-119.77,cent2140,Central Sierra Miwok,csm,Miwok-Costanoan,70846.32077,,,12.54967224,,,8495448813,,
Ethnographic Atlas,Central Sierra Miwok,Nc5,xd1136,Miwok (Nc5),,,38,-120,38,-120,cent2140,Central Sierra Miwok,csm,Miwok-Costanoan,70846.32077,,,12.54967224,,,8495448813,,
Western North American Indian database,Central Sierra Miwok,WNAI69,xd1136,Central Miwok (J69),,,38,-120,38,120,cent2140,Central Sierra Miwok,csm,Miwok-Costanoan,70846.32077,,,12.54967224,,,8495448813,,
Ethnographic Atlas,Chaambra,Cc16,xd494,Chaambra (Cc16),,,32,3,32,3,algi1247,Algiers,,Afro-Asiatic,5977.83614,,,18.3427943,,,69011621.6,,
Ethnographic Atlas,Witoto,Se6,xd1370,Witoto (Se6),,,-1,-74,-1,-74,muru1274,Murui Huitoto,huu,Huitotoan,190508.6758,,,24.19936935,,,5930852393,,
Ethnographic Atlas,Chachi,Sf3,xd1376,Cayapa (Sf3),Chachi,SD06,1,-79,1,-79,chac1249,Cha'palaa,cbi,Barbacoan,256564.7474,,,22.70023207,,,16219626157,,
Standard cross-cultural sample,Chachi,SCCS168,xd1376,Cayapa (SCCS168),Chachi,SD06,1,-79,1,-79,chac1249,Cha'palaa,cbi,Barbacoan,256564.7474,,,22.70023207,,,16219626157,,
Standard cross-cultural sample,Nivkh,SCCS119,xd617,Gilyak (SCCS119),Nivkh,RX02,53,142,54,142.5,gily1242,Nivkh,niv,Nivkh,53529.81596,,,-3.29322576,,,1086199659,,
Ethnographic Atlas,Chácobo,Se11,xd1364,Chacobo (Se11),,,-12,-67,-12,-67,chac1251,Chácobo,cao,Pano-Tacanan,97157.61484,,,26.42773728,,,4643088500,,
Ethnographic Atlas,Chagga,Ad3,xd98,Chagga (Ad3),Chagga,FN04,-3,37,-3,37,moch1256,Mochi,old,Atlantic-Congo,69841.81211,,,19.05085088,,,3910439083,,
Ethnographic Atlas,Chahar,Eb7,xd615,Chahar (Eb7),,,41,115,41,115,peri1253,Peripheral Mongolian,mvf,Mongolic,55745.6935,,,2.802726214,,,4662103275,,
Ethnographic Atlas,Chakma,Ei10,xd697,Chakma (Ei10),,,23,92,23,92,chak1266,Chakma,ccp,Indo-European,116263.5061,,,23.24392894,,,14255254934,,
Ethnographic Atlas,Wiyambituka,Nd36,xd1170,Wiyambituka (Nd36),Western,NT22,39,-117,39,-117,west2622,Western Shoshoni,,Uto-Aztecan,38287.80431,,,7.617603482,,,1086746746,,
Ethnographic Atlas,Cham,Ej11,xd718,Cham (Ej11),,,11,108,11,108,east2563,Eastern Cham,cjm,Austronesian,162927.1212,,,25.96781797,,,17206992207,,
Ethnographic Atlas,Chamacoco,Sh6,xd1393,Chamacoco (Sh6),,,-20,-59,-20,-59,cham1315,Chamacoco,ceg,Zamucoan,91603.19645,,,27.07164879,,,6905932001,,
Ethnographic Atlas,Nkundo,Ae4,xd160,Nkundo (Ae4),Mongo,FO32,0,20,0,20,nkun1238,Nkundo,,Atlantic-Congo,195205.9133,,,22.83406776,,,6645956491,,
Ethnographic Atlas,Chamba,Ah28,xd318,Chamba (Ah28),,,8,11,8,11,samb1305,Samba Leko,ndi,Atlantic-Congo,132061.9328,,,23.13779079,,,11338578902,,
Ethnographic Atlas,Chamorro,If8,xd839,Chamorro (If8),,,15.13,145.71,15,145,cham1312,Chamorro,cha,Austronesian,145605.2396,,,27.0606605,,,14212042245,,
Ethnographic Atlas,Chawai,Ah10,xd299,Chawai (Ah10),,,10,9,10,9,atsa1241,Atsam,cch,Atlantic-Congo,110037.098,,,23.33548115,,,10752520350,,
Ethnographic Atlas,Vedda,Eh4,xd690,Vedda (Eh4),Vedda,AX05,8,81,8,81,vedd1240,Veddah,ved,Indo-European,184632.9103,,,26.42472773,,,20512809565,,
Ethnographic Atlas,Chechen,Ci7,xd583,Chechen (Ci7),,,43,46,43,46,chec1245,Chechen,che,Nakh-Daghestanian,70550.89066,,,8.56766033,,,1416883966,,
Binford Hunter-Gatherer,Wiyambituka,B233,xd1170,Little Smokey Shoshoni (B233),Western,NT22,39.33,-115.84,39.33,-115.84,west2622,Western Shoshoni,,Uto-Aztecan,40233.7751,,,7.21476671,,,990114790.7,,
Binford Hunter-Gatherer,Chehalis,B272,xd997,Chehalis (B272),,,46.87,-123.67,46.87,-123.67,lowe1427,Lower Chehalis,cea,Salishan,114307.6599,,,10.19839326,,,9496668708,,
Ethnographic Atlas,Chekiang,Ed15b,xd643,Chekiang (Ed15b),,,31,120,31,120,wuch1236,Wu Chinese,wuu,Sino-Tibetan,124585.9307,,,14.89429738,,,8847579178,,
Standard cross-cultural sample,Nkundo,SCCS14,xd160,Nkundo Mongo (SCCS14),Mongo,FO32,-0.75,19.17,-0.75,19.17,nkun1238,Nkundo,,Atlantic-Congo,196079.7625,,,22.99591436,,,7122628458,,
Standard cross-cultural sample,Chekiang,SCCS114,xd643,Chinese (SCCS114),,,31,120.08,31,120.08,wuch1236,Wu Chinese,wuu,Sino-Tibetan,124585.9307,,,14.89429738,,,8847579178,,
Western North American Indian database,Chemehuevi,WNAI135,xd1190,Chemehuevi Southern Paiute (J135),Southern,NT16,34.3,-116,34.3,116,chem1251,Chemehuevi,,Uto-Aztecan,21960.73373,,,18.34581401,,,1093923279,,
Ethnographic Atlas,Chemehuevi,Nd54,xd1190,Chemehuevi (Nd54),Southern,NT16,35,-115,35,-115,chem1251,Chemehuevi,,Uto-Aztecan,24554.07091,,,17.75647067,,,1096323688,,
Ethnographic Atlas,Chenchu,Eg1,xd672,Chenchu (Eg1),,,16,79,16,79,chen1255,Chenchu,cde,Dravidian,103422.2948,,,24.8681852,,,9226603080,,
Ethnographic Atlas,Wiyot,Nb36,xd1097,Wiyot (Nb36),,,39.81,-123.55,40,-124,wiyo1248,Wiyot,wiy,Algic,83551.31477,,,12.8527965,,,8857524546,,
Binford Hunter-Gatherer,Chenchu,B15,xd672,Chenchu (B15),,,16.25,78.97,16.25,78.97,chen1255,Chenchu,cde,Dravidian,100921.999,,,24.59733248,,,9940126970,,
Ethnographic Atlas,Cherkess,Ci4,xd580,Cherkess (Ci4),,,44,42,44,42,kaba1278,Kabardian,kbd,Abkhaz-Adyge,77456.55831,,,10.69751372,,,1981296016,,
Ethnographic Atlas,Ho,Ef4,xd666,Ho (Ef4),,,22,85,22,85,hooo1248,Ho,hoc,Austroasiatic,122780.9171,,,23.90893577,,,18106069538,,
Ethnographic Atlas,Cherokee,Ng5,xd1254,Cherokee (Ng5),Cherokee,NN08,36,-83,36,-83,cher1273,Cherokee,chr,Iroquoian,104937.4387,,,12.59812975,,,2426963765,,
Western North American Indian database,Chetco,WNAI33,xd1422,Chetco Athapaskan (J33),,,42.1,-124.2,42.1,124.2,tolo1259,Tolowa-Chetco,tol,Athapaskan-Eyak-Tlingit,99052.74452,,,11.85186941,,,9315073140,,
Ethnographic Atlas,Chewa,Ac10,xd34,Chewa (Ac10),,,-14,33,-14,33,chew1246,Chewa,,Atlantic-Congo,106646.6804,,,19.1377746,,,15053921231,,
Ethnographic Atlas,Cheyenne,Ne5,xd1224,Cheyenne (Ne5),,,39,-104,39,-104,chey1247,Cheyenne,chy,Algic,61599.32491,,,6.792525463,,,2635014237,,
Binford Hunter-Gatherer,Wiyot,B184,xd1097,Wiyot (B184),,,40.75,-124.14,40.75,-124.14,wiyo1248,Wiyot,wiy,Algic,85637.24745,,,12.29363886,,,7522264086,,
Binford Hunter-Gatherer,Cheyenne,B245,xd1224,Cheyenne (B245),,,38.83,-102.35,38.83,-102.35,chey1247,Cheyenne,chy,Algic,61312.17188,,,10.37613776,,,2677859955,,
Ethnographic Atlas,Chichimeca,Ni5,xd1290,Chichimec (Ni5),,,22,-100,22,-100,chic1272,Chichimeca-Jonaz,pei,Otomanguean,104512.2614,,,13.50551589,,,3593152792,,
Binford Hunter-Gatherer,Nlaka'pamux,B325,xd1142,Thompson (B325),,,51.26,-121.75,51.26,-121.75,thom1243,Thompson,thp,Salishan,75638.12675,,,1.794314756,,,1619906511,,
Binford Hunter-Gatherer,Chichimeca,B191,xd1290,Chichimec (B191),,,22,-100,22,-100,chic1272,Chichimeca-Jonaz,pei,Otomanguean,104512.2614,,,13.50551589,,,3593152792,,
Ethnographic Atlas,Chickasaw,Ng14,xd1249,Chickasaw (Ng14),,,35,-85,35,-85,chic1270,Chickasaw,cic,Muskogean,106717.1452,,,13.99198516,,,2644554270,,
Western North American Indian database,Chilcotin,WNAI95,xd1206,Chilcotin (J95),,,51.7,-125,51.7,125,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit,144784.996,,,0.357076767,,,9749691542,,
Binford Hunter-Gatherer,Chilcotin,B348,xd1206,Chilcotin (B348),,,51.68,-124,51.68,-124,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit,101710.882,,,0.439815632,,,4154711449,,
Western North American Indian database,Wiyot,WNAI39,xd1097,Wiyot (J39),,,40.8,-124,40.8,124,wiyo1248,Wiyot,wiy,Algic,95250.29751,,,12.11936958,,,9910907385,,
Standard cross-cultural sample,Gheg,SCCS48,xd528,Gheg Albanians (SCCS48),Albanians,EG01,42,20.17,42,20.17,gheg1238,Gheg Albanian,aln,Indo-European,93554.7162,,,11.8407087,,,4965584067,,
Ethnographic Atlas,Nlaka'pamux,Nd10,xd1142,Thompson (Nd10),,,50,-122,50,-122,thom1243,Thompson,thp,Salishan,130505.7398,,,3.078288186,,,9918106090,,
Ethnographic Atlas,Gheg,Ce1,xd528,Gheg (Ce1),Albanians,EG01,42,20,42,20,gheg1238,Gheg Albanian,aln,Indo-European,93554.7162,,,11.8407087,,,4965584067,,
Ethnographic Atlas,Ghilzai,Ea11,xd598,Afghans (Ea11),,,33,68,33,68,ghil1238,Ghilzai,,Indo-European,24086.75307,,,8.065355469,,,605492051.1,,
Ethnographic Atlas,Gibe,Ca12,xd418,Gibe (Ca12),,,8,37,8,37,koor1239,Koorete,kqy,Ta-Ne-Omotic,113838.1711,,,15.99929593,,,9672910828,,
Binford Hunter-Gatherer,Gidjingali,B87,xd774,Gidjingali (B87),,,-12.18,134.4,-12.18,134.4,gunn1248,Gun-narda,,Maningrida,153910.2034,,,26.26475348,,,27368559090,,
Standard cross-cultural sample,Wodaabe Fulani,SCCS25,xd474,Pastoral Fulani (SCCS25),,,15,7.5,15,7.5,boro1274,Bororo (Atlantic Congo),,Atlantic-Congo,35297.96298,,,24.649394,,,2377791781,,
Ethnographic Atlas,Gidjingali,Id11,xd774,Gidjingali (Id11),,,-12.29,134.32,-12,135,gunn1248,Gun-narda,,Maningrida,153910.2034,,,26.26475348,,,27368559090,,
Ethnographic Atlas,Gilbert Onotoa,If7,xd838,Gilbert Onotoa (If7),,,-1.47,175.06,-2,174,nuii1237,Nui,,Austronesian,88305.07576,,,27.33502001,,,6630290059,,
Binford Hunter-Gatherer,Noatak Inuit,B375,xd1018,Noatak Inuit (B375),,,68.09,-160,68.09,-160,nort2945,Northwest Alaska Inupiatun,esk,Eskimo-Aleut,45685.87953,,,-11.08981488,,,724410718.1,,
Ethnographic Atlas,Gimma,Cb12,xd461,Gimma (Cb12),,,13,32,13,32,nort3133,North Kordofan Arabic,,Afro-Asiatic,51168.84841,,,26.31662691,,,2397456116,,
Ethnographic Atlas,Giriama,Ad32,xd101,Giriama (Ad32),,,-3,40,-3,40,giry1241,Giryama,nyf,Atlantic-Congo,77809.33547,,,25.38725483,,,3537188378,,
Ethnographic Atlas,Gisiga,Ai17,xd345,Gisiga (Ai17),,,10,14,10,14,sout3051,South Giziga,giz,Afro-Asiatic,81763.81244,,,25.15970476,,,6087159558,,
Ethnographic Atlas,Gisu,Ad9,xd126,Gisu (Ad9),Bagisu,FK13,1,34,1,34,masa1299,Masaaba,myx,Atlantic-Congo,96256.42551,,,21.76807238,,,10801510855,,
Ethnographic Atlas,Wodaabe Fulani,Cb24,xd474,Wodaabe Fulani (Cb24),,,12,12,12,12,boro1274,Bororo (Atlantic Congo),,Atlantic-Congo,62734.29249,,,25.44664026,,,5202997730,,
Western North American Indian database,Gitxsan,WNAI6,xd998,Gitksan Tsimshian (J6),,,56.3,-127.5,56.3,127.5,gitx1241,Gitxsan,git,Tsimshian,115639.0799,,,-3.436444997,,,3278478713,,
Binford Hunter-Gatherer,Gitxsan,B293,xd998,Gitksan (B293),,,55.65,-128.06,55.65,-128.06,gitx1241,Gitxsan,git,Tsimshian,139282.1463,,,-1.744110631,,,5666894550,,
Western North American Indian database,Nomlaki,WNAI50,xd1107,Nomlaki Wintun (J50),,,39.5,-122.5,39.5,122.5,noml1242,Nomlaki,,Wintuan,85838.34313,,,13.98944958,,,11468853640,,
Ethnographic Atlas,Gogo,Ad24,xd92,Gogo (Ad24),,,-7,36,-7,36,gogo1263,Gogo,gog,Atlantic-Congo,105667.1297,,,19.45864995,,,10965837982,,
Ethnographic Atlas,Gola,Af55,xd236,Gola (Af55),,,7,-11,7,-11,gola1255,Gola,gol,Atlantic-Congo,237250.4386,,,25.41882766,,,53117334149,,
Ethnographic Atlas,Goroa,Ca9,xd457,Goroa (Ca9),,,-4,36,-4,36,goro1270,Gorowa,gow,Afro-Asiatic,78976.34522,,,18.43543188,,,6770184649,,
Ethnographic Atlas,Gosiute,Nd48,xd1183,Gosiute (Nd48),Western,NT22,40,-114,40,-114,gosi1242,Gosiute,,Uto-Aztecan,36464.66671,,,7.309515879,,,648889680.6,,
Ethnographic Atlas,Wogeo,Ie4,xd818,Wogeo (Ie4),Wogeo,OJ27,-3.24,144.1,-3,144,woge1237,Wogeo,woc,Austronesian,287703.774,,,26.74721067,,,20282610586,,
Binford Hunter-Gatherer,Gosiute,B214,xd1183,Gosiute Shoshoni (B214),Western,NT22,39.88,-114,39.88,-114,gosi1242,Gosiute,,Uto-Aztecan,36464.66671,,,7.309515879,,,648889680.6,,
Western North American Indian database,Gosiute,WNAI124,xd1183,Gosiute Shoshone (J124),Western,NT22,40,-114,40,114,gosi1242,Gosiute,,Uto-Aztecan,36464.66671,,,7.309515879,,,648889680.6,,
Western North American Indian database,Hualapai,WNAI137,xd1202,Walapai (J137),,,35.3,-114,35.3,114,wala1270,Walapai,,Cochimi-Yuman,30622.87469,,,16.15634841,,,1441787272,,
Binford Hunter-Gatherer,Great Whale Inuit,B373,xd1017,Great Whale Inuit (B373),,,55.32,-77.69,55.32,-77.69,queb1248,Quebec Eskimo,,Eskimo-Aleut,47150.52036,,,-5.624499826,,,615013047.7,,
Ethnographic Atlas,Greeks,Ce7,xd534,Greeks (Ce7),Greece,EH01,39,23,39,23,mode1248,Modern Greek,ell,Indo-European,45557.54837,,,15.57060113,,,1137959238,,
Standard cross-cultural sample,Gros Ventre,SCCS140,xd1208,Gros Ventre (SCCS140),Gros Ventre,NQ13,48,-108,48,-108,gros1243,Gros Ventre,ats,Algic,38480.40997,,,6.665316959,,,590114282,,
Ethnographic Atlas,Gros Ventre,Ne1,xd1208,Gros Ventre (Ne1),Gros Ventre,NQ13,48.78,-108.98,49,-109,gros1243,Gros Ventre,ats,Algic,36116.94709,,,5.905700534,,,488465183,,
Ethnographic Atlas,Wolof,Cb2,xd469,Wolof (Cb2),Wolof,MS30,15,-17,15,-17,nucl1347,Wolof,wol,Atlantic-Congo,7535.126693,,,25.87547596,,,179498199.5,,
Binford Hunter-Gatherer,Gros Ventre,B253,xd1208,Gros-Ventre (B253),Gros Ventre,NQ13,48.12,-105.6,48.12,-105.6,gros1243,Gros Ventre,ats,Algic,33612.31028,,,6.265260676,,,549136741.8,,
Ethnographic Atlas,Guahibo,Sc4,xd1347,Guahibo (Sc4),,,5,-69,5,-69,guah1255,Guahibo,guh,Guahiboan,375368.6116,,,24.42383966,,,82585954150,,
Binford Hunter-Gatherer,Hualapai,B198,xd1202,Walapai (B198),,,35.95,-114.5,35.95,-114.5,wala1270,Walapai,,Cochimi-Yuman,28422.80199,,,15.82315644,,,1205207542,,
Binford Hunter-Gatherer,Guahibo,B39,xd1347,Guahibo (B39),,,5.38,-68.31,5.38,-68.31,guah1255,Guahibo,guh,Guahiboan,391160.259,,,24.66086102,,,1.08E+11,,
Ethnographic Atlas,Guaica,Sd4,xd1356,Waica (Sd4),Yanoama,SQ18,2,-65,2,-65,yano1262,Yanomámi,wca,Yanomamic,185384.3646,,,23.23966571,,,17126881495,,
Binford Hunter-Gatherer,Guaicura,B190,xd985,Guaicura (B190),,,25,-111.54,25,-111.54,guai1237,Guaicurian,,Guaicurian,22817.47956,,,23.60981259,,,1506943515,,
Ethnographic Atlas,Guanche,Cd11,xd509,Guanche (Cd11),,,27.99,-15.62,28,-16,guan1277,Guanche,gnc,Afro-Asiatic,4607.254854,,,20.09257444,,,20461835.43,,
Standard cross-cultural sample,Wolof,SCCS21,xd469,Wolof (SCCS21),Wolof,MS30,13.75,-15.33,13.75,-15.33,nucl1347,Wolof,wol,Atlantic-Congo,20853.1957,,,27.21072135,,,950682474.2,,
Ethnographic Atlas,Guaraní,Sh7,xd1394,Chiriguano (Sh7),Chiriguano,SF10,-20,-63,-20,-63,east2555,Eastern Bolivian Guaraní,gui,Tupian,139787.8055,,,18.90192409,,,14563130390,,
Binford Hunter-Gatherer,Guató,B42,xd1403,Guato (B42),,,-18,-57.5,-18,-57.5,guat1253,Guató,gta,Guató,101140.4169,,,26.84919346,,,9243268384,,
Ethnographic Atlas,Hualapai,Nd65,xd1202,Walapai (Nd65),,,36,-114,36,-114,wala1270,Walapai,,Cochimi-Yuman,32393.8968,,,15.17309659,,,1510709486,,
Ethnographic Atlas,Guató,Si6,xd1403,Guato (Si6),,,-19,-58,-19,-58,guat1253,Guató,gta,Guató,95625.84616,,,27.09969947,,,7904640539,,
Ethnographic Atlas,Gude,Ah36,xd327,Gude (Ah36),,,10,13,10,13,gude1246,Gude,gde,Afro-Asiatic,85009.42836,,,24.68768162,,,6491266948,,
Ethnographic Atlas,Gujarati,Ef9,xd671,Gujarati (Ef9),Gujarati,AW07,20,77,20,77,guja1252,Gujarati,guj,Indo-European,106930.8819,,,22.67523275,,,17782487738,,
Standard cross-cultural sample,Guna,SCCS158,xd1309,Cuna (Tule) (SCCS158),Cuna,SB05,9.25,-78.5,9.25,-78.5,bord1248,Border Kuna,kvn,Chibchan,156628.3718,,,25.63321452,,,21744630225,,
Binford Hunter-Gatherer,Worrorra,B100,xd949,Worora (B100),,,-15.32,124.72,-15.32,124.72,worr1237,Worrorra,wro,Worrorran,128540.9933,,,26.80549457,,,23900245457,,
Ethnographic Atlas,Guna,Sa1,xd1309,Cuna (Sa1),Cuna,SB05,9,-78,9,-78,bord1248,Border Kuna,kvn,Chibchan,196658.8431,,,25.71958093,,,32412931994,,
Binford Hunter-Gatherer,Gunwinygu,B84,xd939,Gunwinggu (B84),,,-12.43,134.12,-12.43,134.12,gunw1252,Bininj Kun-Wok,gup,Gunwinyguan,153910.2034,,,26.26475348,,,27368559090,,
Ethnographic Atlas,Huastec,Nj11,xd1297,Huastec (Nj11),,,22,-99,22,-99,huas1242,Huastec,hus,Mayan,106117.3655,,,16.4244031,,,3310672995,,
Ethnographic Atlas,Gurage,Ca8,xd456,Gurage (Ca8),,,8,38,8,38,seba1251,Sebat Bet Gurage,sgw,Afro-Asiatic,86364.89723,,,15.12837167,,,6350455225,,
Ethnographic Atlas,Gure,Ah6,xd333,Gure (Ah6),,,10,8,10,8,gbir1241,Gbiri-Niragu,grh,Atlantic-Congo,121622.591,,,23.19933534,,,12809603157,,
Ethnographic Atlas,Gurma,Ag45,xd283,Gurma (Ag45),,,12,2,12,2,gour1243,Gourmanchéma,gux,Atlantic-Congo,71115.0348,,,26.34580343,,,6153279885,,
Ethnographic Atlas,Guro,Af52,xd233,Guro (Af52),,,7,-6,7,-6,guro1248,Guro,goa,Mande,135975.5264,,,23.47869291,,,10307515210,,
Western North American Indian database,Wukchumni,WNAI75,xd1124,Kaweah Yokuts (J75),Yokuts,NS29,36.4,-119.1,36.4,119.1,tule1245,Tule-Kaweah Yokuts,,Yokutsan,45743.30648,,,15.00708841,,,4215026414,,
Ethnographic Atlas,Gusii,Ad12,xd79,Gusii (Ad12),Gusii,FL08,-1,35,-1,35,gusi1247,Gusii,guz,Atlantic-Congo,71490.02478,,,19.01833323,,,6601926733,,
Binford Hunter-Gatherer,G/wi,B74,xd932,G/wi (B74),,,-22.46,23.39,-22.46,23.39,gwii1239,/Gwi,gwj,Khoe-Kwadi,75246.93813,,,20.6992157,,,7823127317,,
Ethnographic Atlas,Huave,Nj6,xd1305,Huave (Nj6),,,16.22,-95.02,16,-95,sanm1287,San Mateo del Mar Huave,huv,Huavean,88855.44156,,,23.17134787,,,7124210704,,
Ethnographic Atlas,Ha,Ae14,xd132,Ha (Ae14),,,-5,30,-5,30,haaa1252,Ha,haq,Atlantic-Congo,135040.0948,,,20.64102269,,,19522638205,,
Ethnographic Atlas,Habbaniya,Cb13,xd462,Habbania (Cb13),,,11,25,11,25,nort3133,North Kordofan Arabic,,Afro-Asiatic,82355.12126,,,24.38538829,,,5843969356,,
Ethnographic Atlas,Hadendowa,Ca43,xd452,Hadendowa (Ca43),,,18,36,18,36,hade1248,Hadendoa,,Afro-Asiatic,16926.60016,,,26.85988932,,,519913905.4,,
Ethnographic Atlas,Hadimu,Ad29,xd97,Hadimu (Ad29),,,-6.07,39.43,-6,40,pemb1239,Pemba,,Atlantic-Congo,110391.1774,,,24.44982029,,,4767846253,,
Ethnographic Atlas,Wukchumni,Nc25,xd1124,Wukchumni (Nc25),Yokuts,NS29,36,-119,36,-119,tule1245,Tule-Kaweah Yokuts,,Yokutsan,40498.47881,,,15.07863423,,,3415727456,,
Standard cross-cultural sample,Hadza,SCCS9,xd9,Hadza (SCCS9),,,-3.75,35.18,-3.75,35.18,hadz1240,Hadza,hts,Hadza,86607.65894,,,19.20697377,,,10440323091,,
Binford Hunter-Gatherer,Hadza,B69,xd9,Hadza (B69),,,-3.82,35.32,-3.82,35.32,hadz1240,Hadza,hts,Hadza,86607.65894,,,19.20697377,,,10440323091,,
Western North American Indian database,Nootka,WNAI12,xd1070,Clayoquot Nootka (J12),Nuu-chah-nulth,NE11,49.16,-125.85,49,126,nuuc1236,Nuu-chah-nulth,nuk,Wakashan,150754.1888,,,8.906838643,,,13218156454,,
Ethnographic Atlas,Hadza,Aa9,xd9,Hatsa Kindiga (Aa9),,,-3,35,-3,35,hadz1240,Hadza,hts,Hadza,85676.00215,,,19.36364443,,,10359816180,,
Ethnographic Atlas,Haida,Nb1,xd1068,Haida (Nb1),,,54,-132,54,-132,nort2938,Northern Haida,hdn,Haida,117542.2103,,,7.191601552,,,5085621590,,
Binford Hunter-Gatherer,Haida,B290,xd1068,Haida (B290),,,53.54,-132.29,53.54,-132.29,nort2938,Northern Haida,hdn,Haida,110998.4727,,,7.311211105,,,4443168997,,
Standard cross-cultural sample,Haida,SCCS131,xd1068,Haida (SCCS131),,,54,-132.5,54,-132.5,nort2938,Northern Haida,hdn,Haida,110998.4727,,,7.311211105,,,4443168997,,
Binford Hunter-Gatherer,Wukchumni,B151,xd1124,Wukchumi (B151),Yokuts,NS29,36.45,-118.96,36.45,-118.96,tule1245,Tule-Kaweah Yokuts,,Yokutsan,45396.07646,,,14.10336302,,,3944784072,,
Western North American Indian database,Haida (Northern),WNAI3,xd1068,North Masset Haida (J3),,,54,-132,54,132,nort2938,Northern Haida,hdn,Haida,117542.2103,,,7.191601552,,,5085621590,,
Western North American Indian database,Haida (Southern),WNAI4,xd1438,South Skidegate Haida (J4),Haida,NE09,53.09,-132.1,53,133,sout2956,Southern Haida,hax,Haida,106772.9702,,,7.607284821,,,4097851151,,
Ethnographic Atlas,Huichol,Ni3,xd1288,Huichol (Ni3),Huichol,Nu19,23,-104,23,-104,huic1243,Huichol,hch,Uto-Aztecan,139656.0952,,,14.76897583,,,11745418019,,
Western North American Indian database,Haihais,WNAI8,xd1424,Haihais Kwakiutl (J8),,,53,-128.5,53,128.5,oowe1239,Ooweekeeno,,Wakashan,195475.0877,,,6.17994702,,,15487058854,,
Binford Hunter-Gatherer,Hai//om,B68,xd930,Hai//om (B68),,,-18.65,16.12,-18.65,16.12,haio1238,Hai//om,hgm,Khoe-Kwadi,71603.66229,,,21.59894519,,,7713494622,,
Binford Hunter-Gatherer,Haisla,B287,xd1105,Haisla (B287),,,53.5,-128.42,53.5,-128.42,hais1244,Haisla,has,Wakashan,213151.0323,,,4.604618179,,,17473371220,,
Western North American Indian database,Haisla,WNAI7,xd1105,Haisla Kwakiutl (J7),,,53.5,-128,53.5,128,hais1244,Haisla,has,Wakashan,212108.2655,,,3.36999371,,,17328738499,,
Binford Hunter-Gatherer,/Xam,B79,xd8,/Xam (B79),,,-31.47,19.77,-31.47,19.77,xamm1241,/Xam,xam,Tuu,25034.5869,,,18.86113844,,,445312021.3,,
Ethnographic Atlas,Haisla,Nb8,xd1105,Haisla (Nb8),,,54,-129,54,-129,hais1244,Haisla,has,Wakashan,202746.8231,,,3.984806691,,,15448405938,,
Standard cross-cultural sample,Haitians,SCCS160,xd1334,Haitians (SCCS160),Haitians,SV03,18.83,-72.17,18.83,-72.17,hait1244,Haitian,hat,Indo-European,47850.05771,,,26.02762578,,,1380097250,,
Ethnographic Atlas,Nootka,Nb11,xd1070,Nootka (Nb11),Nuu-chah-nulth,NE11,49.16,-125.85,49,-126,nuuc1236,Nuu-chah-nulth,nuk,Wakashan,150754.1888,,,8.906838643,,,13218156454,,
Ethnographic Atlas,Haitians,Sb9,xd1334,Haitians (Sb9),Haitians,SV03,18.41,-72.17,18,-72,hait1244,Haitian,hat,Indo-European,47516.34339,,,26.13633072,,,1474474562,,
Ethnographic Atlas,Hamama,Cd13,xd511,Hamama (Cd13),,,30,9,30,9,sout3114,South-Western Tunisian,,Afro-Asiatic,3220.744021,,,20.33814992,,,41520312.71,,
